cie_code,cie_name
W205,"GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, COMERCIO Y ÁREA DE SERVICIOS"
W206,"GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W207,"GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, GRANJA"
W208,"GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, OTRO LUGAR ESPECIFICADO"
W209,"GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, LUGAR NO ESPECIFICADO"
W21,GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES
W210,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, VIVIENDA"
W211,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, INSTITUCIÓN RESIDENCIAL"
W212,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS"
W213,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, ÁREAS DE DEPORTE Y ATLETISMO"
W214,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, CALLES Y CARRETERAS"
W215,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, COMERCIO Y ÁREA DE SERVICIOS"
W216,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W217,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, GRANJA"
W218,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, OTRO LUGAR ESPECIFICADO"
W219,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, LUGAR NO ESPECIFICADO"
W22,GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS
W220,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, VIVIENDA"
W221,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, INSTITUCIÓN RESIDENCIAL"
W222,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS"
W223,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, ÁREAS DE DEPORTE Y ATLETISMO"
W224,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, CALLES Y CARRETERAS"
W225,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, COMERCIO Y ÁREA DE SERVICIOS"
W226,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W227,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, GRANJA"
W228,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, OTRO LUGAR ESPECIFICADO"
W229,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, LUGAR NO ESPECIFICADO"
W23,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS"
W230,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, VIVIENDA"
W231,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, INSTITUCIÓN RESIDENCIAL"
W232,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS"
W233,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, ÁREAS DE DEPORTE Y ATLETISMO"
W234,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, CALLES Y CARRETERAS"
W235,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, COMERCIO Y ÁREA DE SERVICIOS"
W236,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W237,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, GRANJA"
W238,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, OTRO LUGAR ESPECIFICADO"
W239,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, LUGAR NO ESPECIFICADO"
W24,"CONTACTO TRAUMÁTICO CON DISPOSITIVOS DE ELEVACIÓN O TRANSMISIÓN, NO CLASIFICADO EN OTRA PARTE"
W240,"CONTACTO TRAUMÁTICO CON DISPOSITIVOS DE ELEVACIÓN Y TRANSMISIÓN, NO CLASIFICADOS EN OTRA PARTE, VIVIENDA"
W241,"CONTACTO TRAUMÁTICO CON DISPOSITIVOS DE ELEVACIÓN Y TRANSMISIÓN, NO CLASIFICADOS EN OTRA PARTE, INSTITUCIÓN RESIDENCIAL"
W242,"CONTACTO TRAUMÁTICO CON DISPOSITIVOS DE ELEVACIÓN Y TRANSMISIÓN, NO CLASIFICADOS EN OTRA PARTE, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS"
W243,"CONTACTO TRAUMÁTICO CON DISPOSITIVOS DE ELEVACIÓN Y TRANSMISIÓN, NO CLASIFICADOS EN OTRA PARTE, ÁREAS DE DEPORTE Y ATLETISMO"
W244,"CONTACTO TRAUMÁTICO CON DISPOSITIVOS DE ELEVACIÓN Y TRANSMISIÓN, NO CLASIFICADOS EN OTRA PARTE, CALLES Y CARRETERAS"
W245,"CONTACTO TRAUMÁTICO CON DISPOSITIVOS DE ELEVACIÓN Y TRANSMISIÓN, NO CLASIFICADOS EN OTRA PARTE, COMERCIO Y ÁREA DE SERVICIOS"
W246,"CONTACTO TRAUMÁTICO CON DISPOSITIVOS DE ELEVACIÓN Y TRANSMISIÓN, NO CLASIFICADOS EN OTRA PARTE, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W247,"CONTACTO TRAUMÁTICO CON DISPOSITIVOS DE ELEVACIÓN Y TRANSMISIÓN, NO CLASIFICADOS EN OTRA PARTE, GRANJA"
W248,"CONTACTO TRAUMÁTICO CON DISPOSITIVOS DE ELEVACIÓN Y TRANSMISIÓN, NO CLASIFICADOS EN OTRA PARTE, OTRO LUGAR ESPECIFICADO"
W249,"CONTACTO TRAUMÁTICO CON DISPOSITIVOS DE ELEVACIÓN Y TRANSMISIÓN, NO CLASIFICADOS EN OTRA PARTE, LUGAR NO ESPECIFICADO"
W25,CONTACTO TRAUMÁTICO CON VIDRIO CORTANTE
W250,"CONTACTO TRAUMÁTICO CON VIDRIO CORTANTE, VIVIENDA"
W251,"CONTACTO TRAUMÁTICO CON VIDRIO CORTANTE, INSTITUCIÓN RESIDENCIAL"
W252,"CONTACTO TRAUMÁTICO CON VIDRIO CORTANTE, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS"
W253,"CONTACTO TRAUMÁTICO CON VIDRIO CORTANTE, ÁREAS DE DEPORTE Y ATLETISMO"
W254,"CONTACTO TRAUMÁTICO CON VIDRIO CORTANTE, CALLES Y CARRETERAS"
W255,"CONTACTO TRAUMÁTICO CON VIDRIO CORTANTE, COMERCIO Y ÁREA DE SERVICIOS"
W256,"CONTACTO TRAUMÁTICO CON VIDRIO CORTANTE, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W257,"CONTACTO TRAUMÁTICO CON VIDRIO CORTANTE, GRANJA"
W258,"CONTACTO TRAUMÁTICO CON VIDRIO CORTANTE, OTRO LUGAR ESPECIFICADO"
W259,"CONTACTO TRAUMÁTICO CON VIDRIO CORTANTE, LUGAR NO ESPECIFICADO"
W26,CONTACTO TRAUMÁTICO CON OTROS OBJETOS AFILADOS
W260,"CONTACTO TRAUMÁTICO CON CUCHILLO, ESPADA O DAGA"
W261,"CONTACTO TRAUMÁTICO CON CUCHILLO, ESPADA, DAGA O PUÑAL, INSTITUCIÓN RESIDENCIAL"
W262,"CONTACTO TRAUMÁTICO CON CUCHILLO, ESPADA, DAGA O PUÑAL, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS"
W263,"CONTACTO TRAUMÁTICO CON CUCHILLO, ESPADA, DAGA O PUÑAL, ÁREAS DE DEPORTE Y ATLETISMO"
W264,"CONTACTO TRAUMÁTICO CON CUCHILLO, ESPADA, DAGA O PUÑAL, CALLES Y CARRETERAS"
W265,"CONTACTO TRAUMÁTICO CON CUCHILLO, ESPADA, DAGA O PUÑAL, COMERCIO Y ÁREA DE SERVICIOS"
W266,"CONTACTO TRAUMÁTICO CON CUCHILLO, ESPADA, DAGA O PUÑAL, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W267,"CONTACTO TRAUMÁTICO CON CUCHILLO, ESPADA, DAGA O PUÑAL, GRANJA"
W268,CONTACTO TRAUMÁTICO CON OTRO(S) OBJETOS(S) AFILADO(S) EN OTRA PARTE
W269,CONTACTO TRAUMÁTICO CON OTROS OBJETOS PUNTIAGUDOS NO ESPECIFICADOS
W27,CONTACTO TRAUMÁTICO CON HERRAMIENTAS MANUALES SIN MOTOR
W270,"CONTACTO TRAUMÁTICO CON HERRAMIENTAS MANUALES SIN MOTOR, VIVIENDA"
W271,"CONTACTO TRAUMÁTICO CON HERRAMIENTAS MANUALES SIN MOTOR, INSTITUCIÓN RESIDENCIAL"
W272,"CONTACTO TRAUMÁTICO CON HERRAMIENTAS MANUALES SIN MOTOR, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS"
W273,"CONTACTO TRAUMÁTICO CON HERRAMIENTAS MANUALES SIN MOTOR, ÁREAS DE DEPORTE Y ATLETISMO"
W274,"CONTACTO TRAUMÁTICO CON HERRAMIENTAS MANUALES SIN MOTOR, CALLES Y CARRETERAS"
W275,"CONTACTO TRAUMÁTICO CON HERRAMIENTAS MANUALES SIN MOTOR, COMERCIO Y ÁREA DE SERVICIOS"
W276,"CONTACTO TRAUMÁTICO CON HERRAMIENTAS MANUALES SIN MOTOR, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W277,"CONTACTO TRAUMÁTICO CON HERRAMIENTAS MANUALES SIN MOTOR, GRANJA"
W278,"CONTACTO TRAUMÁTICO CON HERRAMIENTAS MANUALES SIN MOTOR, OTRO LUGAR ESPECIFICADO"
W279,"CONTACTO TRAUMÁTICO CON HERRAMIENTAS MANUALES SIN MOTOR, LUGAR NO ESPECIFICADO"
W28,"CONTACTO TRAUMÁTICO CON CORTADORA DE CÉSPED, CON MOTOR"
W280,"CONTACTO TRAUMÁTICO CON CORTADORA DE CÉSPED, CON MOTOR, VIVIENDA"
W281,"CONTACTO TRAUMÁTICO CON CORTADORA DE CÉSPED, CON MOTOR, INSTITUCIÓN RESIDENCIAL"
W282,"CONTACTO TRAUMÁTICO CON CORTADORA DE CÉSPED, CON MOTOR, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS"
W283,"CONTACTO TRAUMÁTICO CON CORTADORA DE CÉSPED, CON MOTOR, ÁREAS DE DEPORTE Y ATLETISMO"
W284,"CONTACTO TRAUMÁTICO CON CORTADORA DE CÉSPED, CON MOTOR, CALLES Y CARRETERAS"
W285,"CONTACTO TRAUMÁTICO CON CORTADORA DE CÉSPED, CON MOTOR, COMERCIO Y ÁREA DE SERVICIOS"
W286,"CONTACTO TRAUMÁTICO CON CORTADORA DE CÉSPED, CON MOTOR, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W287,"CONTACTO TRAUMÁTICO CON CORTADORA DE CÉSPED, CON MOTOR, GRANJA"
W288,"CONTACTO TRAUMÁTICO CON CORTADORA DE CÉSPED, CON MOTOR, OTRO LUGAR ESPECIFICADO"
W289,"CONTACTO TRAUMÁTICO CON CORTADORA DE CÉSPED, CON MOTOR, LUGAR NO ESPECIFICADO"
W29,"CONTACTO TRAUMÁTICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR"
W290,"CONTACTO TRAUMÁTICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, VIVIENDA"
W291,"CONTACTO TRAUMÁTICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, INSTITUCIÓN RESIDENCIAL"
W292,"CONTACTO TRAUMÁTICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS"
W293,"CONTACTO TRAUMÁTICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, ÁREAS DE DEPORTE Y ATLETISMO"
W294,"CONTACTO TRAUMÁTICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, CALLES Y CARRETERAS"
W295,"CONTACTO TRAUMÁTICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, COMERCIO Y ÁREA DE SERVICIOS"
W296,"CONTACTO TRAUMÁTICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W297,"CONTACTO TRAUMÁTICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, GRANJA"
W298,"CONTACTO TRAUMÁTICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, OTRO LUGAR ESPECIFICADO"
W299,"CONTACTO TRAUMÁTICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, LUGAR NO ESPECIFICADO"
W30,CONTACTO TRAUMÁTICO CON MAQUINARIA AGRÍCOLA
W300,"CONTACTO TRAUMÁTICO CON MAQUINARIA AGRÍCOLA, VIVIENDA"
W301,"CONTACTO TRAUMÁTICO CON MAQUINARIA AGRÍCOLA, INSTITUCIÓN RESIDENCIAL"
W302,"CONTACTO TRAUMÁTICO CON MAQUINARIA AGRÍCOLA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS"
W303,"CONTACTO TRAUMÁTICO CON MAQUINARIA AGRÍCOLA, ÁREAS DE DEPORTE Y ATLETISMO"
W304,"CONTACTO TRAUMÁTICO CON MAQUINARIA AGRÍCOLA, CALLES Y CARRETERAS"
W305,"CONTACTO TRAUMÁTICO CON MAQUINARIA AGRÍCOLA, COMERCIO Y ÁREA DE SERVICIOS"
W306,"CONTACTO TRAUMÁTICO CON MAQUINARIA AGRÍCOLA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W307,"CONTACTO TRAUMÁTICO CON MAQUINARIA AGRÍCOLA, GRANJA"
W308,"CONTACTO TRAUMÁTICO CON MAQUINARIA AGRÍCOLA, OTRO LUGAR ESPECIFICADO"
W309,"CONTACTO TRAUMÁTICO CON MAQUINARIA AGRÍCOLA, LUGAR NO ESPECIFICADO"
W31,"CONTACTO TRAUMÁTICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS"
W310,"CONTACTO TRAUMÁTICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, VIVIENDA"
W311,"CONTACTO TRAUMÁTICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, INSTITUCIÓN RESIDENCIAL"
W312,"CONTACTO TRAUMÁTICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS"
W313,"CONTACTO TRAUMÁTICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, ÁREAS DE DEPORTE Y ATLETISMO"
W314,"CONTACTO TRAUMÁTICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, CALLES Y CARRETERAS"
W315,"CONTACTO TRAUMÁTICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, COMERCIO Y ÁREA DE SERVICIOS"
W316,"CONTACTO TRAUMÁTICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W317,"CONTACTO TRAUMÁTICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, GRANJA"
W318,"CONTACTO TRAUMÁTICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, OTRO LUGAR ESPECIFICADO"
W319,"CONTACTO TRAUMÁTICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, LUGAR NO ESPECIFICADO"
W32,DISPARO DE ARMA CORTA
W320,"DISPARO DE ARMA CORTA, VIVIENDA"
W321,"DISPARO DE ARMA CORTA, INSTITUCIÓN RESIDENCIAL"
W322,"DISPARO DE ARMA CORTA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS"
W323,"DISPARO DE ARMA CORTA, ÁREAS DE DEPORTE Y ATLETISMO"
W324,"DISPARO DE ARMA CORTA, CALLES Y CARRETERAS"
W325,"DISPARO DE ARMA CORTA, COMERCIO Y ÁREA DE SERVICIOS"
W326,"DISPARO DE ARMA CORTA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W327,"DISPARO DE ARMA CORTA, GRANJA"
W328,"DISPARO DE ARMA CORTA, OTRO LUGAR ESPECIFICADO"
W329,"DISPARO DE ARMA CORTA, LUGAR NO ESPECIFICADO"
W33,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA"
W330,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, VIVIENDA"
W331,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, INSTITUCIÓN RESIDENCIAL"
W332,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS"
W333,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, ÁREAS DE DEPORTE Y ATLETISMO"
W334,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, CALLES Y CARRETERAS"
W335,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, COMERCIO Y ÁREA DE SERVICIOS"
W336,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W337,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, GRANJA"
W338,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, OTRO LUGAR ESPECIFICADO"
W339,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, LUGAR NO ESPECIFICADO"
W34,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS"
W340,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, VIVIENDA"
W341,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, INSTITUCIÓN RESIDENCIAL"
W342,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS"
W343,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, ÁREAS DE DEPORTE Y ATLETISMO"
W344,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, CALLES Y CARRETERAS"
W345,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, COMERCIO Y ÁREA DE SERVICIOS"
W346,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W347,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, GRANJA"
W348,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, OTRO LUGAR ESPECIFICADO"
W349,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, LUGAR NO ESPECIFICADO"
W35,EXPLOSIÓN Y ROTURA DE CALDERA
W350,"EXPLOSIÓN Y ROTURA DE CALDERA, VIVIENDA"
W351,"EXPLOSIÓN Y ROTURA DE CALDERA, INSTITUCIÓN RESIDENCIAL"
W352,"EXPLOSIÓN Y ROTURA DE CALDERA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS"
W353,"EXPLOSIÓN Y ROTURA DE CALDERA, ÁREAS DE DEPORTE Y ATLETISMO"
W354,"EXPLOSIÓN Y ROTURA DE CALDERA, CALLES Y CARRETERAS"
W355,"EXPLOSIÓN Y ROTURA DE CALDERA, COMERCIO Y ÁREA DE SERVICIOS"
W356,"EXPLOSIÓN Y ROTURA DE CALDERA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W357,"EXPLOSIÓN Y ROTURA DE CALDERA, GRANJA"
W358,"EXPLOSIÓN Y ROTURA DE CALDERA, OTRO LUGAR ESPECIFICADO"
W359,"EXPLOSIÓN Y ROTURA DE CALDERA, LUGAR NO ESPECIFICADO"
W36,EXPLOSIÓN Y ROTURA DE CILINDRO CON GAS
W360,"EXPLOSIÓN Y ROTURA DE CILINDRO CON GAS, VIVIENDA"
W361,"EXPLOSIÓN Y ROTURA DE CILINDRO CON GAS, INSTITUCIÓN RESIDENCIAL"
W362,"EXPLOSIÓN Y ROTURA DE CILINDRO CON GAS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS"
W363,"EXPLOSIÓN Y ROTURA DE CILINDRO CON GAS, ÁREAS DE DEPORTE Y ATLETISMO"
W364,"EXPLOSIÓN Y ROTURA DE CILINDRO CON GAS, CALLES Y CARRETERAS"
W365,"EXPLOSIÓN Y ROTURA DE CILINDRO CON GAS, COMERCIO Y ÁREA DE SERVICIOS"
W366,"EXPLOSIÓN Y ROTURA DE CILINDRO CON GAS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W367,"EXPLOSIÓN Y ROTURA DE CILINDRO CON GAS, GRANJA"
W368,"EXPLOSIÓN Y ROTURA DE CILINDRO CON GAS, OTRO LUGAR ESPECIFICADO"
W369,"EXPLOSIÓN Y ROTURA DE CILINDRO CON GAS, LUGAR NO ESPECIFICADO"
W37,"EXPLOSIÓN Y ROTURA DE NEUMÁTICO, TUBO O MANGUERA DE GOMA PRESURIZADA"
W370,"EXPLOSIÓN Y ROTURA DE NEUMÁTICO, TUBO O MANGUERA DE GOMA PRESURIZADA, VIVIENDA"
W371,"EXPLOSIÓN Y ROTURA DE NEUMÁTICO, TUBO O MANGUERA DE GOMA PRESURIZADA, INSTITUCIÓN RESIDENCIAL"
W372,"EXPLOSIÓN Y ROTURA DE NEUMÁTICO, TUBO O MANGUERA DE GOMA PRESURIZADA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS"
W373,"EXPLOSIÓN Y ROTURA DE NEUMÁTICO, TUBO O MANGUERA DE GOMA PRESURIZADA, ÁREAS DE DEPORTE Y ATLETISMO"
W374,"EXPLOSIÓN Y ROTURA DE NEUMÁTICO, TUBO O MANGUERA DE GOMA PRESURIZADA, CALLES Y CARRETERAS"
W375,"EXPLOSIÓN Y ROTURA DE NEUMÁTICO, TUBO O MANGUERA DE GOMA PRESURIZADA, COMERCIO Y ÁREA DE SERVICIOS"
W376,"EXPLOSIÓN Y ROTURA DE NEUMÁTICO, TUBO O MANGUERA DE GOMA PRESURIZADA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W377,"EXPLOSIÓN Y ROTURA DE NEUMÁTICO, TUBO O MANGUERA DE GOMA PRESURIZADA, GRANJA"
W378,"EXPLOSIÓN Y ROTURA DE NEUMÁTICO, TUBO O MANGUERA DE GOMA PRESURIZADA, OTRO LUGAR ESPECIFICADO"
W379,"EXPLOSIÓN Y ROTURA DE NEUMÁTICO, TUBO O MANGUERA DE GOMA PRESURIZADA, LUGAR NO ESPECIFICADO"
W38,EXPLOSIÓN Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADO
W380,"EXPLOSIÓN Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, VIVIENDA"
W381,"EXPLOSIÓN Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, INSTITUCIÓN RESIDENCIAL"
W382,"EXPLOSIÓN Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS"
W383,"EXPLOSIÓN Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, ÁREAS DE DEPORTE Y ATLETISMO"
W384,"EXPLOSIÓN Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, CALLES Y CARRETERAS"
W385,"EXPLOSIÓN Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, COMERCIO Y ÁREA DE SERVICIOS"
W386,"EXPLOSIÓN Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W387,"EXPLOSIÓN Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, GRANJA"
W388,"EXPLOSIÓN Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, OTRO LUGAR ESPECIFICADO"
W389,"EXPLOSIÓN Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, LUGAR NO ESPECIFICADO"
W39,EXPLOSIÓN DE FUEROS ARTIFICIALES
W390,"EXPLOSIÓN DE FUEGOS ARTIFICIALES, VIVIENDA"
W391,"EXPLOSIÓN DE FUEGOS ARTIFICIALES, INSTITUCIÓN RESIDENCIAL"
W392,"EXPLOSIÓN DE FUEGOS ARTIFICIALES, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS"
W393,"EXPLOSIÓN DE FUEGOS ARTIFICIALES, ÁREAS DE DEPORTE Y ATLETISMO"
W394,"EXPLOSIÓN DE FUEGOS ARTIFICIALES, CALLES Y CARRETERAS"
W395,"EXPLOSIÓN DE FUEGOS ARTIFICIALES, COMERCIO Y ÁREA DE SERVICIOS"
W396,"EXPLOSIÓN DE FUEGOS ARTIFICIALES, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN"
W397,"EXPLOSIÓN DE FUEGOS ARTIFICIALES, GRANJA"
W398,"EXPLOSIÓN DE FUEGOS ARTIFICIALES, OTRO LUGAR ESPECIFICADO"
W399,"EXPLOSIÓN DE FUEGOS ARTIFICIALES, LUGAR NO ESPECIFICADO"
W40,EXPLOSIÓN DE OTROS MATERIALES
W400,"EXPLOSIÓN DE OTROS MATERIALES, VIVIENDA"
W401,"EXPLOSIÓN DE OTROS MATERIALES, INSTITUCIÓN RESIDENCIAL"
